lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
IXI144-Guys-0788	2100.0	1388.0	6619.0	2190.0	2100.0	8858.0	11005.0	10842.0	2782.0	11096.0	8793.0	5921.0	5747.0	10252.0	1770.0	3423.0	4729.0	2406.0	3598.0	1339.0	8711.0	3040.0	13557.0	8862.0	2592.0	17851.0	23978.0	12871.0	12780.0	10731.0	955.0	2529.0	1000.0	6252.0	1091567.0	1402222.47705
IXI145-Guys-0781	2442.0	1854.0	5980.0	2187.0	2028.0	9473.0	12878.0	12563.0	2442.0	10776.0	7293.0	4289.0	4548.0	11443.0	2066.0	3298.0	3953.0	2120.0	3458.0	1434.0	8449.0	3073.0	12097.0	8774.0	2715.0	13449.0	20896.0	12209.0	11375.0	14281.0	940.0	2177.0	1152.0	7451.0	1199551.0	1780119.3104
IXI146-HH-1389	2256.0	1741.0	7906.0	2932.0	1769.0	10609.0	10288.0	12161.0	2618.0	11911.0	7947.0	7899.0	5579.0	12695.0	2013.0	3323.0	5828.0	2643.0	4697.0	2041.0	9691.0	3013.0	14576.0	10072.0	3618.0	17467.0	25917.0	13862.0	13400.0	11672.0	825.0	2311.0	1164.0	7307.0	1268002.0	1696075.30535
IXI148-HH-1453	2903.0	2511.0	6579.0	3395.0	2268.0	9656.0	15184.0	12131.0	2687.0	11663.0	7952.0	6952.0	5341.0	12668.0	2170.0	3823.0	5371.0	2356.0	3659.0	2536.0	9328.0	3374.0	13290.0	9224.0	3539.0	17516.0	19555.0	14714.0	12346.0	12049.0	986.0	2620.0	969.0	7620.0	1211181.0	1763796.52474
IXI150-HH-1550	2154.0	1308.0	6865.0	2476.0	2139.0	7619.0	10421.0	8642.0	1605.0	10096.0	6602.0	4368.0	4029.0	9066.0	2108.0	2846.0	4719.0	2590.0	3067.0	1388.0	7935.0	2256.0	12759.0	8121.0	2462.0	12989.0	21106.0	10889.0	11091.0	11647.0	695.0	2729.0	963.0	6205.0	984612.0	1286150.08498
IXI151-Guys-0793	1845.0	1068.0	4637.0	2320.0	2534.0	7755.0	11692.0	12187.0	1899.0	11877.0	7630.0	5614.0	5580.0	10199.0	2100.0	3619.0	3401.0	2076.0	2734.0	1614.0	7487.0	2432.0	12187.0	9694.0	2388.0	12314.0	21811.0	12806.0	11349.0	9526.0	1105.0	2789.0	799.0	6764.0	1168374.0	1551776.16685
IXI153-Guys-0782	2500.0	3467.0	6376.0	2424.0	2333.0	10920.0	13928.0	13305.0	2521.0	12671.0	8621.0	5550.0	6014.0	13090.0	2438.0	3181.0	4775.0	2636.0	4432.0	1737.0	9891.0	3485.0	12426.0	10201.0	3754.0	18697.0	24990.0	12194.0	12959.0	12087.0	1181.0	2477.0	1201.0	7541.0	1224466.0	1625731.72577
IXI154-Guys-0821	1983.0	1317.0	5899.0	2938.0	1518.0	8006.0	9708.0	9657.0	1993.0	11663.0	6979.0	5618.0	5123.0	11729.0	1515.0	3168.0	3921.0	2350.0	3276.0	1620.0	10549.0	2516.0	13618.0	11266.0	2289.0	14845.0	24359.0	12905.0	11893.0	9981.0	880.0	2653.0	1074.0	7085.0	1124546.0	1556067.69046
IXI156-Guys-0837	2495.0	2091.0	6103.0	2081.0	2277.0	9726.0	11202.0	12011.0	2452.0	12216.0	7042.0	6183.0	4590.0	10731.0	1742.0	2981.0	3938.0	2213.0	2563.0	1745.0	9501.0	2587.0	12137.0	6938.0	2725.0	14027.0	17107.0	9939.0	12054.0	10091.0	1110.0	2438.0	1144.0	6117.0	1160239.0	1585971.31321
IXI157-Guys-0816	1622.0	2862.0	7335.0	2350.0	2391.0	9839.0	9895.0	12344.0	3437.0	11569.0	9371.0	6621.0	5635.0	10917.0	1940.0	3493.0	5305.0	2743.0	4701.0	1481.0	9131.0	3543.0	14239.0	12106.0	3486.0	16050.0	23281.0	15043.0	11345.0	11939.0	1046.0	2927.0	1100.0	7775.0	1226259.0	1647097.56715
IXI158-Guys-0783	2209.0	1485.0	4827.0	1679.0	1953.0	7846.0	10103.0	9621.0	1723.0	8598.0	6682.0	4670.0	4141.0	8745.0	1980.0	2868.0	3998.0	2348.0	3170.0	1093.0	8105.0	2762.0	10974.0	7282.0	2295.0	12239.0	17675.0	9345.0	10438.0	9765.0	972.0	2126.0	964.0	6113.0	986503.0	1442948.44164
IXI159-HH-1549	1863.0	1479.0	6177.0	3624.0	1398.0	8321.0	9540.0	9879.0	1821.0	10657.0	7194.0	5301.0	4788.0	9164.0	1782.0	3131.0	4589.0	2822.0	3554.0	2407.0	8634.0	2526.0	11932.0	7432.0	2350.0	15402.0	23045.0	12088.0	11543.0	8901.0	999.0	2604.0	1157.0	6331.0	992614.0	1423941.51752
IXI160-HH-1637	2080.0	1019.0	4576.0	2610.0	1463.0	6872.0	8051.0	8521.0	2186.0	10367.0	6096.0	5110.0	4157.0	9070.0	1801.0	2766.0	3799.0	1995.0	3411.0	1342.0	9650.0	2784.0	10393.0	8075.0	1879.0	13550.0	19745.0	10178.0	12093.0	11162.0	790.0	2097.0	1073.0	6190.0	996209.0	1277836.84188
IXI161-HH-2533	1743.0	1607.0	6029.0	2062.0	2348.0	7672.0	9958.0	9423.0	2125.0	11325.0	7117.0	4989.0	4830.0	8839.0	2452.0	3638.0	4051.0	2199.0	3216.0	1364.0	8267.0	2808.0	12604.0	9109.0	1859.0	13222.0	20081.0	12615.0	12802.0	9444.0	694.0	2285.0	1126.0	6167.0	1086036.0	1613986.67939
IXI162-HH-1548	2415.0	2078.0	6335.0	3326.0	3038.0	9079.0	12419.0	9606.0	2568.0	13982.0	7370.0	5682.0	6399.0	9021.0	2553.0	3605.0	4986.0	2895.0	3629.0	2158.0	9937.0	3011.0	13965.0	9077.0	1993.0	16532.0	24069.0	13875.0	12423.0	8938.0	1007.0	2992.0	1052.0	7070.0	1236395.0	1641265.74666
IXI163-HH-1621	2906.0	2175.0	7484.0	3786.0	2077.0	10601.0	13284.0	12371.0	2939.0	15347.0	7723.0	5731.0	4688.0	11372.0	2309.0	3318.0	4441.0	2277.0	3232.0	2004.0	9883.0	2825.0	15360.0	11049.0	3136.0	16056.0	23602.0	14075.0	13472.0	12257.0	942.0	3366.0	1168.0	7959.0	1224994.0	1799846.55463
IXI164-Guys-0844	2619.0	1568.0	5061.0	3463.0	2526.0	7840.0	10623.0	9920.0	2138.0	13259.0	6549.0	6911.0	4733.0	10326.0	2358.0	2960.0	3629.0	2336.0	3158.0	1833.0	10059.0	2249.0	11692.0	7901.0	2741.0	12878.0	16846.0	10169.0	11864.0	9937.0	902.0	2594.0	1074.0	6072.0	1087182.0	1455712.9454
IXI165-HH-1589	2838.0	1509.0	9032.0	3600.0	2040.0	11207.0	14394.0	12894.0	2900.0	12577.0	9126.0	6288.0	6488.0	13547.0	2257.0	4013.0	5912.0	2952.0	5020.0	2239.0	10669.0	3899.0	16003.0	11319.0	3372.0	18937.0	31030.0	17434.0	15896.0	13810.0	1308.0	2677.0	1631.0	8462.0	1324464.0	1871059.31868
IXI166-Guys-0846	2229.0	1952.0	5834.0	2121.0	1828.0	8526.0	9167.0	10002.0	2025.0	8861.0	7088.0	5028.0	3694.0	10880.0	1900.0	2959.0	4171.0	2496.0	3888.0	1365.0	7905.0	2709.0	11374.0	8799.0	2429.0	16360.0	19586.0	10479.0	12551.0	12826.0	1017.0	2265.0	1073.0	6986.0	1015920.0	1230258.58677
IXI167-HH-1569	1946.0	732.0	6279.0	2417.0	1882.0	8134.0	11108.0	9944.0	2301.0	9802.0	6604.0	5832.0	5073.0	9883.0	1805.0	3203.0	4016.0	2505.0	3321.0	1461.0	7976.0	2715.0	12239.0	8516.0	1489.0	15621.0	20496.0	14261.0	11469.0	10815.0	903.0	1939.0	1203.0	6430.0	1129288.0	1535140.92972
IXI168-HH-1607	2634.0	1839.0	8573.0	2682.0	2277.0	10306.0	13916.0	13067.0	3097.0	12688.0	9045.0	4628.0	5558.0	14820.0	2263.0	3187.0	4329.0	2858.0	4121.0	1508.0	10464.0	2603.0	14751.0	8674.0	2849.0	17201.0	23941.0	13683.0	13261.0	11419.0	1147.0	2966.0	1177.0	6890.0	1318827.0	1780046.40398
IXI169-Guys-0842	1852.0	1668.0	7086.0	2557.0	2114.0	7694.0	12058.0	9280.0	2389.0	11452.0	6033.0	6156.0	4267.0	9639.0	1816.0	2975.0	4591.0	2050.0	3566.0	1746.0	9948.0	3038.0	11280.0	9468.0	2407.0	11964.0	20687.0	12191.0	12131.0	10062.0	1030.0	2287.0	1526.0	7129.0	1059695.0	1458774.20212
IXI170-Guys-0843	3180.0	1306.0	4903.0	2043.0	1565.0	8178.0	12293.0	12118.0	2138.0	10466.0	6690.0	4951.0	3666.0	12643.0	1873.0	2986.0	4549.0	2200.0	2912.0	1515.0	7493.0	2456.0	10739.0	7370.0	2110.0	11604.0	20248.0	9206.0	11536.0	10346.0	866.0	2257.0	737.0	5868.0	1007552.0	1349441.4239
IXI172-Guys-0982	2114.0	2032.0	7971.0	3462.0	2591.0	10476.0	11543.0	12694.0	2334.0	14217.0	8962.0	5649.0	5419.0	11984.0	2556.0	4639.0	4640.0	3005.0	3744.0	2405.0	9155.0	3804.0	15333.0	10502.0	3324.0	15288.0	26813.0	15526.0	11456.0	12816.0	1076.0	2849.0	1666.0	8124.0	1290459.0	1918315.04354
IXI173-HH-1590	2837.0	1442.0	6404.0	2755.0	2403.0	10405.0	10206.0	8031.0	2265.0	12477.0	7538.0	6099.0	5434.0	9544.0	1998.0	3289.0	4735.0	2532.0	3258.0	1902.0	9056.0	2356.0	14612.0	8282.0	2459.0	13501.0	24785.0	11291.0	12291.0	12540.0	920.0	2430.0	1308.0	6477.0	1041634.0	1475036.29183
IXI174-HH-1571	1746.0	729.0	5181.0	2612.0	1273.0	7310.0	8965.0	7221.0	2132.0	9841.0	6141.0	5543.0	4530.0	8677.0	1721.0	2901.0	4194.0	2311.0	3129.0	2259.0	7246.0	2020.0	10379.0	7616.0	2373.0	11432.0	16010.0	10785.0	8924.0	8839.0	618.0	2790.0	740.0	5557.0	918223.0	1358995.93475
IXI175-HH-1570	2080.0	605.0	4624.0	1961.0	1172.0	6542.0	8473.0	11066.0	1433.0	9712.0	6177.0	4390.0	5060.0	8943.0	1231.0	2479.0	3278.0	2617.0	3853.0	1233.0	9500.0	1200.0	9586.0	7147.0	1818.0	12765.0	18560.0	11694.0	9513.0	8696.0	876.0	1756.0	674.0	5472.0	1147663.0	1876131.34017
IXI176-HH-1604	3014.0	820.0	5757.0	2566.0	2042.0	9397.0	9915.0	10557.0	2252.0	11184.0	7048.0	5641.0	4179.0	10425.0	2514.0	2549.0	5962.0	1970.0	3985.0	1792.0	9819.0	2405.0	12761.0	8178.0	1858.0	14496.0	22285.0	10874.0	13621.0	10689.0	949.0	2450.0	989.0	7954.0	1214574.0	1587983.25605
IXI177-Guys-0831	2043.0	1643.0	6526.0	2281.0	2513.0	9947.0	13736.0	14205.0	3203.0	12281.0	8532.0	5483.0	6279.0	13571.0	1851.0	3349.0	4941.0	2661.0	4668.0	1547.0	10392.0	3486.0	12132.0	10277.0	2606.0	16449.0	23163.0	13901.0	12501.0	9237.0	1307.0	2397.0	1131.0	7737.0	1295471.0	1817612.89012
IXI178-Guys-0778	2412.0	1478.0	6291.0	2552.0	1709.0	10610.0	11595.0	10102.0	2265.0	11587.0	8529.0	5281.0	5846.0	11627.0	2194.0	3186.0	5213.0	2199.0	4062.0	1454.0	8725.0	2627.0	14556.0	8098.0	3009.0	14194.0	24634.0	10080.0	12724.0	10213.0	845.0	2586.0	1147.0	6916.0	1083920.0	1496661.25554
IXI179-Guys-0777	3283.0	3431.0	8154.0	2961.0	2350.0	10944.0	13625.0	15559.0	3124.0	14928.0	8035.0	6432.0	6605.0	15114.0	2591.0	4328.0	5387.0	2710.0	3722.0	2033.0	10381.0	4332.0	15707.0	11333.0	3334.0	17902.0	23782.0	13237.0	15216.0	12855.0	1130.0	2967.0	1353.0	7815.0	1337767.0	1816271.11895
IXI180-HH-1605	2326.0	2133.0	5165.0	2950.0	2637.0	10644.0	11148.0	11488.0	2133.0	11543.0	7659.0	6085.0	5405.0	13304.0	2852.0	4077.0	5017.0	2348.0	2902.0	1865.0	10420.0	3029.0	14466.0	9138.0	3071.0	14867.0	22009.0	13715.0	13193.0	12270.0	799.0	3284.0	1192.0	7705.0	1148424.0	1544440.90657
IXI181-Guys-0790	3781.0	2189.0	8120.0	2743.0	2362.0	11473.0	14719.0	13638.0	2451.0	11826.0	8717.0	6721.0	7098.0	12632.0	1899.0	3774.0	4910.0	2629.0	3715.0	1674.0	10888.0	3573.0	16092.0	11063.0	3096.0	16481.0	26123.0	14173.0	12500.0	16486.0	1209.0	2774.0	1250.0	8395.0	1439084.0	1936501.45351
IXI182-Guys-0792	1897.0	1551.0	7429.0	3690.0	2073.0	9460.0	9934.0	10343.0	2648.0	14341.0	6985.0	6291.0	5225.0	10242.0	2300.0	3465.0	4166.0	2318.0	3421.0	2066.0	9389.0	2863.0	12153.0	8684.0	2483.0	15052.0	23658.0	12473.0	12860.0	12338.0	990.0	2741.0	1367.0	6662.0	1162792.0	1565222.00646
IXI183-Guys-0791	2837.0	1602.0	6420.0	2950.0	2117.0	10760.0	12226.0	11090.0	2532.0	12188.0	8202.0	5224.0	5243.0	11776.0	1976.0	3497.0	4300.0	2153.0	3615.0	1491.0	9360.0	2927.0	13759.0	9684.0	2086.0	14298.0	22744.0	12764.0	11348.0	11736.0	901.0	2219.0	929.0	6973.0	1150693.0	1592779.40446
IXI184-Guys-0794	2806.0	1296.0	4229.0	2878.0	3316.0	10211.0	11605.0	10937.0	2155.0	12400.0	9494.0	6402.0	5564.0	10238.0	2599.0	3496.0	5703.0	3062.0	4612.0	2145.0	9877.0	2838.0	13545.0	10534.0	2999.0	17679.0	25350.0	14020.0	14577.0	12304.0	906.0	2409.0	1308.0	7933.0	1247999.0	1703351.26993
IXI185-Guys-0795	2043.0	2007.0	5732.0	2581.0	1894.0	9265.0	9920.0	6942.0	2019.0	9465.0	7090.0	4845.0	5394.0	9450.0	1978.0	3356.0	3866.0	2064.0	3190.0	1492.0	7633.0	2936.0	11305.0	6993.0	2168.0	11792.0	20069.0	11064.0	10295.0	9129.0	1022.0	2340.0	829.0	7161.0	966335.0	1502487.28173
IXI186-Guys-0796	2476.0	2400.0	6103.0	2407.0	1918.0	8476.0	11452.0	12575.0	2089.0	11587.0	6571.0	4820.0	4736.0	10760.0	1650.0	3068.0	4326.0	2059.0	2996.0	1163.0	8973.0	2941.0	11641.0	8255.0	2907.0	12978.0	18635.0	10183.0	12416.0	9691.0	977.0	2912.0	944.0	6586.0	1076272.0	1542457.64222
IXI188-Guys-0798	2106.0	1875.0	5217.0	2264.0	2632.0	9871.0	10303.0	9917.0	2177.0	10492.0	7499.0	4544.0	5546.0	9429.0	1714.0	2844.0	3846.0	2500.0	3944.0	1230.0	8403.0	2759.0	12382.0	8670.0	2602.0	13510.0	20775.0	11925.0	13001.0	9991.0	1171.0	2992.0	1073.0	7036.0	1107876.0	1472667.44501
IXI189-Guys-0799	2671.0	1616.0	5749.0	2805.0	1885.0	8709.0	11185.0	11388.0	2741.0	12252.0	7024.0	6457.0	4671.0	10724.0	1711.0	3287.0	4494.0	2460.0	2885.0	1743.0	8882.0	2710.0	13469.0	8284.0	2158.0	16732.0	20946.0	10429.0	12004.0	12576.0	804.0	2240.0	1105.0	6352.0	1091404.0	1442739.39422
IXI191-Guys-0801	2705.0	1434.0	6791.0	2559.0	1579.0	8303.0	12470.0	10064.0	1807.0	11747.0	6793.0	5909.0	4691.0	10949.0	1430.0	2949.0	3945.0	2451.0	3608.0	1879.0	8606.0	2255.0	10914.0	8171.0	2014.0	15195.0	21082.0	10352.0	11544.0	10318.0	1024.0	2069.0	959.0	5594.0	1148335.0	1518354.77549
IXI192-Guys-0878	2373.0	1830.0	5940.0	2775.0	2893.0	9101.0	11064.0	10353.0	2972.0	11810.0	7355.0	5604.0	4318.0	12177.0	1903.0	3105.0	4876.0	2166.0	3340.0	1502.0	8846.0	2787.0	12612.0	8998.0	2600.0	14059.0	19516.0	12055.0	13279.0	11342.0	1023.0	3251.0	1047.0	7219.0	1038272.0	1428095.57311
IXI193-Guys-0810	2333.0	1720.0	6449.0	2301.0	1931.0	8051.0	9597.0	10313.0	2257.0	9861.0	6455.0	5550.0	4080.0	9475.0	1765.0	2898.0	4523.0	1931.0	2882.0	1364.0	8877.0	2641.0	11213.0	8140.0	1968.0	13018.0	20978.0	11533.0	11980.0	10245.0	884.0	2585.0	1160.0	6194.0	1062767.0	1414115.36686
IXI194-Guys-0818	2395.0	1901.0	6765.0	2213.0	1969.0	9503.0	11883.0	13368.0	2012.0	11753.0	7414.0	5437.0	4544.0	11613.0	1573.0	3298.0	5220.0	2469.0	4404.0	1056.0	8914.0	3355.0	13127.0	8611.0	2424.0	14190.0	20896.0	12519.0	12632.0	10386.0	924.0	2456.0	936.0	6077.0	1118995.0	1546261.5922
IXI195-HH-1620	3246.0	1745.0	6289.0	2716.0	2143.0	10876.0	11630.0	12459.0	2516.0	10820.0	7947.0	6661.0	4687.0	12786.0	2237.0	3637.0	5647.0	2606.0	3821.0	1400.0	10548.0	3487.0	14854.0	10008.0	2391.0	17495.0	27302.0	13263.0	14786.0	15212.0	1032.0	2570.0	1343.0	8775.0	1330993.0	1796750.78491
IXI196-Guys-0805	4028.0	1989.0	7845.0	2891.0	1802.0	9621.0	10384.0	10406.0	2607.0	12464.0	6940.0	5052.0	5897.0	9522.0	1809.0	3306.0	3593.0	1992.0	3740.0	1650.0	8766.0	3081.0	13247.0	8972.0	2119.0	15917.0	21491.0	11897.0	12549.0	10104.0	1118.0	2834.0	1193.0	7414.0	1054241.0	1395667.04895
IXI197-Guys-0811	2490.0	776.0	5566.0	2404.0	1733.0	8802.0	10199.0	10096.0	1651.0	8835.0	6510.0	4269.0	4227.0	10488.0	1916.0	3455.0	4735.0	2115.0	3304.0	1309.0	8566.0	2374.0	11171.0	8040.0	2038.0	11643.0	20597.0	10430.0	11115.0	10783.0	921.0	2624.0	784.0	5876.0	1021944.0	1436745.82473
IXI198-Guys-0803	3283.0	2066.0	6885.0	3030.0	2562.0	12178.0	12725.0	11469.0	2690.0	13912.0	9518.0	6302.0	5484.0	9831.0	2369.0	3208.0	4263.0	2620.0	4568.0	1944.0	9224.0	3139.0	12713.0	10161.0	3016.0	16778.0	25417.0	13615.0	12962.0	11340.0	998.0	2726.0	1220.0	7438.0	1298221.0	1744886.77026
IXI199-Guys-0802	2119.0	1874.0	5292.0	2445.0	2140.0	8568.0	9541.0	10696.0	2351.0	9945.0	7263.0	6232.0	5126.0	9783.0	1726.0	3384.0	4957.0	2704.0	4006.0	1803.0	7902.0	2843.0	12137.0	7699.0	2442.0	13534.0	17274.0	11659.0	11948.0	10904.0	964.0	2635.0	861.0	6827.0	1068116.0	1528205.49718
IXI200-Guys-0812	1779.0	1072.0	5323.0	3270.0	1878.0	8513.0	11758.0	8150.0	2245.0	9584.0	7602.0	6729.0	5074.0	9048.0	1924.0	3094.0	3596.0	2669.0	2997.0	2118.0	9032.0	2566.0	12326.0	8647.0	1468.0	16485.0	23250.0	10442.0	12050.0	8084.0	790.0	2578.0	902.0	6220.0	1055017.0	1402214.89704
IXI201-HH-1588	2722.0	1060.0	6129.0	2965.0	1903.0	8632.0	8695.0	9875.0	2127.0	8211.0	6540.0	5778.0	5196.0	9914.0	2262.0	2877.0	5886.0	2237.0	4106.0	2155.0	7380.0	2390.0	11942.0	9210.0	1546.0	16062.0	21552.0	13438.0	11998.0	12054.0	1276.0	2899.0	1220.0	6538.0	1009037.0	1386695.52902
IXI202-HH-1526	2549.0	1452.0	6399.0	2206.0	1634.0	9496.0	11079.0	10483.0	2262.0	9188.0	6576.0	5409.0	4185.0	10781.0	1677.0	3144.0	4524.0	2187.0	3834.0	1578.0	10757.0	3095.0	13400.0	9720.0	2812.0	14673.0	21176.0	12273.0	10501.0	11281.0	783.0	2729.0	822.0	6633.0	1068167.0	1484255.061
IXI204-HH-1651	1723.0	1273.0	4840.0	2074.0	1763.0	8263.0	9088.0	8641.0	2235.0	8456.0	6113.0	4691.0	3794.0	6876.0	1598.0	2045.0	3486.0	1491.0	2693.0	1597.0	8204.0	2942.0	9631.0	7747.0	1821.0	12120.0	16166.0	9175.0	8265.0	7405.0	665.0	2378.0	796.0	6604.0	989722.0	1416838.88073
IXI205-HH-1649	2448.0	2306.0	6340.0	2957.0	2393.0	12579.0	12412.0	8709.0	2224.0	10434.0	7144.0	5817.0	4922.0	10458.0	2651.0	3043.0	3913.0	2059.0	2949.0	1918.0	10695.0	3438.0	13058.0	9276.0	2983.0	13988.0	21574.0	11409.0	12073.0	10437.0	961.0	2802.0	1040.0	7137.0	1152083.0	1583046.89483
IXI206-HH-1650	1880.0	1552.0	3305.0	2012.0	1653.0	6649.0	8736.0	8430.0	2007.0	7882.0	6695.0	4252.0	4654.0	7918.0	2005.0	3032.0	3580.0	2141.0	2879.0	1634.0	7394.0	2257.0	10332.0	6854.0	1968.0	12770.0	19208.0	10178.0	11057.0	9450.0	793.0	2231.0	1116.0	6072.0	951158.0	1353767.28795
IXI207-Guys-0809	2445.0	1234.0	5013.0	3422.0	3248.0	9124.0	12758.0	11946.0	2072.0	12474.0	7849.0	4931.0	4828.0	9918.0	2184.0	3453.0	3914.0	2475.0	4270.0	1755.0	6823.0	3022.0	10495.0	8746.0	2201.0	15073.0	25491.0	14265.0	11895.0	10488.0	1067.0	2181.0	1218.0	7051.0	1128668.0	1600521.19381
IXI208-Guys-0808	2814.0	2450.0	7005.0	2837.0	1975.0	10545.0	12234.0	10551.0	2597.0	11213.0	8718.0	6379.0	5574.0	12085.0	1909.0	3801.0	5748.0	2381.0	3864.0	1957.0	9487.0	3284.0	13260.0	9201.0	2478.0	15888.0	22851.0	13200.0	13028.0	11964.0	901.0	2755.0	1070.0	6879.0	1284406.0	1754033.57548
IXI209-Guys-0804	2650.0	2516.0	5950.0	2253.0	1634.0	7940.0	11053.0	11184.0	2070.0	9168.0	8162.0	4243.0	5570.0	13224.0	1591.0	3043.0	4370.0	2774.0	3951.0	1336.0	10291.0	3194.0	12703.0	7878.0	3528.0	14751.0	24486.0	10220.0	13429.0	9070.0	990.0	2347.0	866.0	7183.0	1218491.0	1657172.5871
IXI210-Guys-0856	2775.0	1368.0	5839.0	2202.0	2432.0	10361.0	10853.0	12074.0	2403.0	9906.0	7981.0	6158.0	5305.0	10920.0	2256.0	3560.0	4085.0	2262.0	2896.0	1568.0	10361.0	3072.0	12465.0	8248.0	2090.0	14728.0	21761.0	11486.0	12080.0	11313.0	945.0	2269.0	945.0	6707.0	1190391.0	1798587.09284
IXI211-HH-1568	2565.0	2471.0	5664.0	2446.0	3058.0	9417.0	14210.0	13763.0	2362.0	12806.0	8220.0	4737.0	5369.0	11072.0	2204.0	3562.0	4930.0	2668.0	3946.0	1376.0	10190.0	3335.0	12476.0	12017.0	3696.0	16871.0	24153.0	17642.0	11989.0	15127.0	983.0	3026.0	999.0	7123.0	1304611.0	1836510.18807
IXI212-HH-1643	2465.0	1241.0	3836.0	2186.0	1984.0	9172.0	8297.0	8894.0	2010.0	10463.0	5631.0	5793.0	3892.0	10043.0	1682.0	2406.0	3490.0	1944.0	2813.0	1646.0	6960.0	2270.0	10533.0	6505.0	2480.0	11532.0	19090.0	8983.0	11421.0	8186.0	787.0	2278.0	982.0	6788.0	1077525.0	1407852.1786
IXI213-HH-1642	1296.0	1274.0	3836.0	1932.0	1813.0	6410.0	8630.0	9168.0	1616.0	8203.0	6235.0	4738.0	3551.0	7870.0	1793.0	2589.0	3587.0	1908.0	2892.0	1604.0	6596.0	2128.0	8518.0	6493.0	2210.0	13047.0	15778.0	9512.0	8192.0	8689.0	710.0	1953.0	579.0	5138.0	965592.0	1300314.60749
IXI214-HH-1636	2991.0	2303.0	7097.0	2344.0	1934.0	9792.0	12219.0	10963.0	2142.0	11323.0	7692.0	4674.0	5877.0	14245.0	2435.0	3869.0	5988.0	2845.0	3935.0	1274.0	11791.0	3159.0	14648.0	10436.0	3437.0	17723.0	26215.0	14189.0	12420.0	11129.0	1061.0	3050.0	1051.0	7111.0	1147635.0	1460484.93699
IXI216-HH-1635	1885.0	1237.0	4414.0	2943.0	1904.0	7866.0	7854.0	10951.0	2247.0	12396.0	6509.0	5717.0	4765.0	9914.0	1881.0	2386.0	4270.0	1874.0	3614.0	1818.0	8743.0	2169.0	10175.0	7121.0	2034.0	14077.0	18816.0	12836.0	11430.0	10764.0	1034.0	2397.0	1484.0	6031.0	1109868.0	1697616.09
IXI217-HH-1638	2222.0	1568.0	5440.0	2034.0	2027.0	7572.0	13080.0	11844.0	2147.0	10951.0	6697.0	4264.0	5408.0	11823.0	1811.0	3680.0	4079.0	2235.0	3207.0	1436.0	9533.0	2747.0	12098.0	8535.0	2497.0	13099.0	21775.0	10116.0	10946.0	9952.0	895.0	2983.0	847.0	6680.0	1072175.0	1499749.92476
IXI218-HH-1815	2487.0	1681.0	7447.0	3518.0	2296.0	10395.0	11517.0	12944.0	3290.0	12208.0	8641.0	5768.0	5812.0	11694.0	1884.0	3862.0	5530.0	2914.0	4229.0	2052.0	10842.0	2910.0	14695.0	12201.0	2684.0	19035.0	25004.0	15671.0	13365.0	13306.0	1155.0	3216.0	1168.0	7333.0	1176903.0	1721876.85294
IXI219-Guys-0894	2420.0	1679.0	5974.0	2522.0	1506.0	8179.0	11525.0	9334.0	2355.0	9535.0	6871.0	6129.0	4504.0	9312.0	1943.0	3518.0	4550.0	2200.0	3764.0	1350.0	7346.0	2661.0	11465.0	8203.0	2172.0	13592.0	21639.0	11769.0	11657.0	10372.0	692.0	2399.0	954.0	6575.0	1021380.0	1441271.52805
IXI221-HH-1606	2980.0	1688.0	5969.0	2924.0	2227.0	10180.0	13816.0	12157.0	2740.0	10282.0	7172.0	6313.0	5157.0	11598.0	1798.0	3185.0	4234.0	2441.0	3494.0	1931.0	9127.0	2791.0	13947.0	9577.0	2844.0	16613.0	22159.0	11915.0	12210.0	13278.0	1158.0	2734.0	928.0	8092.0	1175031.0	1656029.30654
IXI222-Guys-0819	1905.0	1761.0	4528.0	2240.0	2343.0	7877.0	9862.0	8661.0	2102.0	10190.0	6368.0	5177.0	4623.0	9689.0	2220.0	2563.0	3230.0	1853.0	2956.0	1389.0	7961.0	2667.0	10511.0	8139.0	2383.0	11420.0	17370.0	10919.0	9704.0	8281.0	1063.0	2541.0	830.0	5667.0	1001249.0	1265966.15711
