lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
IXI039-HH-1261	2614.0	2081.0	6616.0	3301.0	2064.0	11708.0	14912.0	14396.0	3649.0	10646.0	11065.0	6721.0	5629.0	12604.0	2709.0	3708.0	6734.0	3590.0	4869.0	2379.0	10615.0	4046.0	16777.0	11872.0	3815.0	19418.0	28453.0	16500.0	14538.0	15934.0	1249.0	2716.0	1640.0	10768.0	1301634.0	1847897.22366
IXI040-Guys-0724	2010.0	1801.0	4964.0	2686.0	1647.0	7930.0	10069.0	9413.0	1941.0	9586.0	6544.0	5080.0	4394.0	10476.0	1855.0	2562.0	3474.0	2272.0	3371.0	1649.0	8422.0	3004.0	10811.0	6643.0	2302.0	13002.0	19337.0	8069.0	8800.0	9079.0	819.0	2621.0	889.0	5974.0	987522.0	1349737.67223
IXI041-Guys-0706	3409.0	1520.0	6577.0	2562.0	2936.0	11941.0	12388.0	14942.0	2984.0	12626.0	9359.0	6925.0	5917.0	12504.0	2528.0	3574.0	5915.0	2605.0	4767.0	2014.0	11857.0	3055.0	15721.0	10446.0	2679.0	17580.0	24539.0	14915.0	14102.0	16490.0	951.0	3107.0	1404.0	7706.0	1330303.0	1844748.00343
IXI042-Guys-0725	2859.0	1003.0	5613.0	3005.0	2027.0	9013.0	13344.0	12205.0	1956.0	10577.0	7732.0	5065.0	4860.0	11592.0	1718.0	2989.0	4124.0	2742.0	3268.0	1661.0	8297.0	2909.0	11223.0	9417.0	2500.0	16649.0	20043.0	11784.0	11942.0	9437.0	884.0	2374.0	939.0	5743.0	1070253.0	1465758.95625
IXI043-Guys-0714	2952.0	1490.0	6275.0	2434.0	1792.0	7882.0	11654.0	11826.0	2292.0	11330.0	8980.0	4683.0	5088.0	12522.0	1828.0	3796.0	4621.0	2601.0	3918.0	1204.0	10385.0	3442.0	14852.0	11071.0	2075.0	16486.0	28996.0	14727.0	14380.0	12939.0	1025.0	2262.0	1193.0	8824.0	1125741.0	1506314.5019
IXI044-Guys-0712	1824.0	1486.0	5606.0	2241.0	2099.0	9144.0	10094.0	9206.0	1979.0	8796.0	7557.0	4489.0	5275.0	11344.0	1792.0	3254.0	4548.0	2202.0	3340.0	1223.0	8610.0	3084.0	12416.0	6501.0	1421.0	13301.0	20046.0	11044.0	12180.0	9758.0	922.0	2212.0	979.0	5987.0	1037850.0	1555616.05728
IXI045-Guys-0713	1805.0	1456.0	6670.0	3189.0	2807.0	9925.0	10638.0	12278.0	2612.0	11060.0	7612.0	5993.0	5357.0	10702.0	2523.0	3557.0	4422.0	2443.0	3075.0	1667.0	11420.0	2669.0	13800.0	10615.0	3020.0	16391.0	26253.0	15339.0	13232.0	13646.0	829.0	2707.0	1327.0	7107.0	1244952.0	1621328.89049
IXI046-Guys-0824	2143.0	1468.0	6517.0	2790.0	2030.0	8998.0	12445.0	11195.0	2176.0	12231.0	6928.0	5041.0	4313.0	10595.0	2105.0	2937.0	4373.0	2194.0	3389.0	1701.0	7799.0	2529.0	13139.0	8771.0	2403.0	13498.0	23067.0	10478.0	10998.0	9259.0	816.0	2662.0	801.0	6327.0	1091891.0	1456993.94254
IXI048-HH-1326	2986.0	2829.0	5640.0	2421.0	1434.0	7085.0	12566.0	12265.0	2403.0	11830.0	6946.0	5160.0	3830.0	12270.0	1860.0	2201.0	5327.0	2523.0	4065.0	1455.0	9924.0	3430.0	11807.0	9970.0	3477.0	19652.0	21121.0	12586.0	13582.0	11771.0	878.0	1606.0	1045.0	8653.0	1326839.0	1825693.91231
IXI049-HH-1358	2076.0	1908.0	6608.0	3825.0	1742.0	10351.0	12186.0	11642.0	2680.0	11298.0	8418.0	7039.0	5910.0	11054.0	1475.0	3280.0	3969.0	2621.0	3263.0	2378.0	9996.0	3201.0	13955.0	9887.0	2221.0	18571.0	23590.0	12008.0	13379.0	10264.0	995.0	3090.0	992.0	7237.0	1284907.0	1853000.80138
IXI050-Guys-0711	2085.0	1997.0	7511.0	3149.0	2205.0	9756.0	11456.0	12294.0	2721.0	12669.0	8421.0	6391.0	4565.0	11209.0	2001.0	2999.0	3597.0	2752.0	3681.0	2034.0	10106.0	3298.0	12690.0	8834.0	2611.0	14676.0	23717.0	14095.0	13995.0	13813.0	1075.0	2729.0	1410.0	8592.0	1172048.0	1667609.1452
IXI051-HH-1328	2157.0	1359.0	5348.0	2947.0	1679.0	9551.0	13978.0	11276.0	2874.0	11848.0	7603.0	6924.0	5244.0	10768.0	1868.0	3029.0	4738.0	2407.0	3862.0	2088.0	8522.0	2386.0	13263.0	9802.0	2500.0	16231.0	24543.0	11260.0	12168.0	10479.0	924.0	2539.0	1295.0	7493.0	1188257.0	1591410.41764
IXI052-HH-1343	2735.0	1718.0	6935.0	2529.0	1355.0	10990.0	12814.0	12121.0	2076.0	10540.0	8000.0	4169.0	4775.0	13337.0	2520.0	3317.0	5737.0	2145.0	4239.0	1399.0	8958.0	3253.0	13847.0	9728.0	2683.0	14565.0	25594.0	14553.0	15121.0	12756.0	714.0	2245.0	1050.0	8605.0	1333999.0	1831934.85083
IXI053-Guys-0727	2425.0	1509.0	6169.0	3094.0	2333.0	11811.0	12641.0	12036.0	2343.0	14454.0	8358.0	5953.0	5837.0	12224.0	2628.0	3594.0	4450.0	2781.0	4309.0	2175.0	9256.0	3556.0	14086.0	9643.0	2461.0	16393.0	23135.0	12227.0	15884.0	10416.0	781.0	2977.0	1204.0	8588.0	1240286.0	1692720.47703
IXI054-Guys-0707	2614.0	1693.0	5729.0	2535.0	1890.0	9599.0	11612.0	10027.0	2850.0	11225.0	6943.0	6925.0	4989.0	10100.0	2561.0	3553.0	4486.0	1922.0	2778.0	1594.0	8736.0	2559.0	13025.0	9606.0	2531.0	13402.0	19899.0	11642.0	12401.0	11306.0	867.0	2697.0	1005.0	5849.0	1034081.0	1391510.11524
IXI055-Guys-0730	2201.0	1273.0	5397.0	2322.0	2004.0	8945.0	12847.0	10662.0	2381.0	11348.0	7750.0	6239.0	5284.0	11244.0	2182.0	2779.0	4160.0	2376.0	3400.0	1645.0	8491.0	2257.0	10865.0	8530.0	2258.0	14156.0	21928.0	13356.0	9938.0	8828.0	919.0	2067.0	794.0	6086.0	1132181.0	1550499.52987
IXI056-HH-1327	3353.0	1446.0	8009.0	3912.0	1963.0	10669.0	12401.0	11033.0	3222.0	13630.0	8853.0	8844.0	5681.0	11214.0	2210.0	3691.0	5808.0	2763.0	4840.0	2595.0	9279.0	3158.0	15647.0	12248.0	3885.0	17818.0	25959.0	15820.0	15212.0	12681.0	1244.0	3013.0	1476.0	8246.0	1259491.0	1727951.51729
IXI057-HH-1342	2145.0	1222.0	7540.0	2950.0	1651.0	11465.0	11221.0	10844.0	2690.0	9872.0	8368.0	7322.0	6038.0	11597.0	2289.0	3851.0	6036.0	2049.0	4091.0	2380.0	10374.0	2749.0	13753.0	10633.0	1991.0	17949.0	27050.0	13133.0	12870.0	10621.0	950.0	2710.0	1540.0	8315.0	1225169.0	1692495.20185
IXI058-Guys-0726	2042.0	2501.0	8034.0	3208.0	3117.0	11887.0	14905.0	16095.0	2865.0	13009.0	9240.0	5051.0	7641.0	11050.0	2559.0	4405.0	4666.0	2650.0	4442.0	1824.0	10369.0	3300.0	17441.0	11362.0	3662.0	18767.0	28201.0	16004.0	14091.0	13734.0	1436.0	2831.0	1447.0	8082.0	1463208.0	1978165.42666
IXI059-HH-1284	2468.0	830.0	5587.0	2239.0	1953.0	10900.0	12831.0	9278.0	2347.0	12461.0	6282.0	5960.0	4824.0	10819.0	1888.0	3071.0	5598.0	2025.0	4645.0	1408.0	9317.0	2635.0	13356.0	10090.0	3546.0	19624.0	23873.0	15616.0	12947.0	13417.0	1351.0	2398.0	1206.0	7425.0	1186209.0	1617199.62015
IXI060-Guys-0709	3348.0	1972.0	6941.0	3100.0	2270.0	11635.0	12368.0	12707.0	2433.0	12796.0	8437.0	6632.0	5751.0	14305.0	2062.0	3580.0	5459.0	2992.0	4821.0	1890.0	13044.0	3628.0	14702.0	10590.0	3009.0	20918.0	32442.0	13843.0	15790.0	15969.0	925.0	2631.0	1188.0	8117.0	1316548.0	1729830.71396
IXI061-Guys-0715	1971.0	1264.0	5430.0	2561.0	1845.0	8437.0	10648.0	9510.0	2034.0	9649.0	6477.0	6479.0	4332.0	10167.0	1813.0	3053.0	4294.0	2083.0	2829.0	2154.0	7471.0	2350.0	11367.0	7186.0	2110.0	14537.0	20507.0	11597.0	10864.0	8427.0	764.0	2291.0	917.0	6098.0	1066116.0	1308186.32434
IXI062-Guys-0740	2508.0	1933.0	6899.0	2229.0	1844.0	8943.0	11802.0	11910.0	2520.0	12250.0	7724.0	5975.0	5489.0	13824.0	1881.0	3027.0	4944.0	2540.0	3981.0	1748.0	9149.0	3261.0	12197.0	9547.0	2429.0	15583.0	20870.0	12539.0	13312.0	11484.0	848.0	2669.0	856.0	6862.0	1228345.0	1675032.92292
IXI063-Guys-0742	2133.0	2281.0	7330.0	2676.0	2086.0	11160.0	11597.0	12201.0	2770.0	13828.0	8931.0	7767.0	5887.0	10890.0	2296.0	3109.0	4880.0	2418.0	3476.0	2105.0	10297.0	3548.0	14059.0	10658.0	3789.0	19492.0	26322.0	15073.0	15496.0	14476.0	1247.0	3084.0	1475.0	7624.0	1313510.0	1750840.74807
IXI064-Guys-0743	2351.0	1910.0	5863.0	2860.0	2973.0	10295.0	11962.0	14991.0	2371.0	13170.0	8695.0	6528.0	5968.0	13047.0	2237.0	3089.0	4906.0	3060.0	4207.0	2092.0	8509.0	2702.0	13560.0	9770.0	2653.0	18095.0	22042.0	13209.0	12099.0	13004.0	1115.0	3076.0	1037.0	6862.0	1200566.0	1541634.63883
IXI065-Guys-0744	2788.0	2142.0	6483.0	2765.0	1891.0	11091.0	16180.0	12341.0	2588.0	11059.0	7970.0	6136.0	5429.0	12976.0	2217.0	3237.0	4167.0	2546.0	3474.0	1869.0	9110.0	2969.0	13296.0	10752.0	2610.0	16332.0	23423.0	13129.0	14290.0	12387.0	1184.0	2757.0	1107.0	7170.0	1172637.0	1630138.04952
IXI066-Guys-0731	2425.0	1571.0	4545.0	2722.0	2397.0	9576.0	10873.0	11240.0	1853.0	9449.0	7423.0	4544.0	4315.0	10713.0	2240.0	2607.0	4587.0	2232.0	3722.0	1484.0	7387.0	2661.0	10587.0	7655.0	2484.0	13946.0	20427.0	11507.0	10517.0	9101.0	973.0	2790.0	872.0	6233.0	1005055.0	1386373.31024
IXI067-HH-1356	2863.0	1285.0	7171.0	3744.0	2424.0	12195.0	15061.0	15585.0	2551.0	14470.0	8753.0	7399.0	5308.0	13369.0	2760.0	3618.0	5731.0	3307.0	5163.0	2366.0	10464.0	3156.0	12288.0	10457.0	3810.0	22938.0	29466.0	13601.0	14655.0	14446.0	1155.0	2849.0	1276.0	10174.0	1406767.0	1938445.21016
IXI068-Guys-0756	2617.0	2382.0	5834.0	2009.0	1443.0	8283.0	11216.0	10232.0	2249.0	10395.0	6953.0	4539.0	4949.0	10452.0	1236.0	3109.0	4170.0	2062.0	3570.0	1270.0	8477.0	3031.0	12789.0	9266.0	2697.0	15733.0	20337.0	12519.0	11756.0	10651.0	905.0	2331.0	1151.0	6154.0	1085713.0	1488582.42983
IXI069-Guys-0769	1880.0	1326.0	3782.0	2313.0	2264.0	8376.0	9692.0	8651.0	1895.0	8785.0	6647.0	3931.0	4504.0	8499.0	1940.0	2471.0	3314.0	2338.0	3349.0	1249.0	6882.0	2097.0	10397.0	7916.0	1691.0	12494.0	16335.0	11291.0	10188.0	9538.0	930.0	2135.0	762.0	5519.0	948602.0	1274866.37507
IXI070-Guys-0767	2077.0	1672.0	5645.0	3064.0	1814.0	9900.0	11271.0	10541.0	2414.0	12233.0	7827.0	5869.0	5043.0	10618.0	2297.0	3576.0	5108.0	2399.0	4077.0	1604.0	8864.0	4286.0	12334.0	11808.0	3038.0	16417.0	25895.0	15980.0	13369.0	12883.0	1048.0	2899.0	1207.0	7360.0	1162094.0	1538543.43559
IXI071-Guys-0770	2895.0	1296.0	3554.0	2050.0	2013.0	7532.0	11512.0	12518.0	1527.0	9279.0	7098.0	4530.0	4441.0	10097.0	1499.0	3050.0	3715.0	2311.0	3591.0	1236.0	7398.0	2734.0	10923.0	7895.0	1466.0	14284.0	22094.0	12325.0	10023.0	9132.0	666.0	2671.0	813.0	6010.0	994680.0	1332751.38195
IXI072-HH-2324	2240.0	1349.0	7403.0	3019.0	1706.0	10659.0	11036.0	9042.0	2209.0	12417.0	5769.0	4918.0	4591.0	11218.0	1642.0	2419.0	3929.0	2074.0	4209.0	1764.0	7626.0	2730.0	10706.0	6920.0	1738.0	14861.0	17552.0	7999.0	14395.0	8326.0	836.0	2266.0	1153.0	7030.0	1193104.0	1736219.56871
IXI073-Guys-0755	2161.0	1614.0	6013.0	1647.0	2103.0	6712.0	11299.0	8969.0	2161.0	9357.0	5778.0	4174.0	4302.0	10414.0	1866.0	2594.0	3504.0	2025.0	3042.0	1137.0	8128.0	2581.0	11195.0	7160.0	1914.0	11307.0	18630.0	10507.0	10732.0	7737.0	687.0	1828.0	944.0	5985.0	998499.0	1383390.94054
IXI074-Guys-0771	2528.0	1426.0	6305.0	2695.0	2322.0	8659.0	10750.0	9240.0	2373.0	10940.0	8021.0	5689.0	5112.0	11233.0	1798.0	3648.0	4542.0	2537.0	4093.0	1414.0	8931.0	2790.0	13926.0	8844.0	2406.0	16231.0	24730.0	12468.0	11689.0	9513.0	1159.0	2704.0	1036.0	6445.0	1087826.0	1477807.43588
IXI075-Guys-0754	2073.0	2032.0	5739.0	2145.0	1340.0	6879.0	9568.0	7910.0	2189.0	9150.0	6098.0	5700.0	4739.0	10188.0	1838.0	2882.0	4321.0	2020.0	3460.0	1384.0	7576.0	2931.0	11262.0	6887.0	2156.0	12282.0	18945.0	10573.0	11594.0	9441.0	970.0	2398.0	1018.0	5910.0	952452.0	1270858.44502
IXI076-Guys-0753	2355.0	2195.0	4482.0	2128.0	2898.0	9623.0	10171.0	11300.0	2086.0	10914.0	6982.0	5270.0	4631.0	9231.0	2061.0	3156.0	3754.0	2023.0	3122.0	1586.0	9015.0	2772.0	11202.0	8216.0	2664.0	15578.0	19382.0	10219.0	12544.0	10016.0	929.0	2449.0	1233.0	6584.0	1077330.0	1494599.54107
IXI077-Guys-0752	1857.0	1688.0	6605.0	2741.0	2514.0	8620.0	9637.0	8299.0	2033.0	9680.0	7527.0	5157.0	4484.0	7743.0	1821.0	3744.0	4172.0	2274.0	2966.0	2156.0	8908.0	2973.0	13303.0	7089.0	2320.0	10962.0	23332.0	10414.0	10358.0	9661.0	787.0	2113.0	1127.0	6365.0	1005684.0	1326953.34867
IXI078-Guys-0751	2051.0	2410.0	7533.0	2747.0	2194.0	10776.0	11150.0	12936.0	2878.0	12025.0	7665.0	6418.0	5468.0	10473.0	1697.0	4243.0	5038.0	2609.0	3544.0	1885.0	10340.0	3057.0	12948.0	10920.0	2334.0	18261.0	25539.0	14161.0	11146.0	12671.0	1017.0	2930.0	1079.0	6937.0	1227508.0	1570569.59564
IXI079-HH-1388	2398.0	1466.0	5350.0	1917.0	1887.0	7835.0	12186.0	9504.0	1855.0	9305.0	6587.0	5637.0	4119.0	10103.0	2030.0	2717.0	3732.0	2191.0	2779.0	1514.0	7772.0	2626.0	10042.0	7797.0	1914.0	12339.0	19478.0	10309.0	10589.0	10429.0	671.0	2475.0	1035.0	6364.0	982126.0	1319918.69926
IXI080-HH-1341	2892.0	2074.0	5110.0	2135.0	1387.0	8566.0	11532.0	9704.0	1695.0	9227.0	7091.0	4741.0	4500.0	10511.0	2153.0	3546.0	5216.0	2705.0	4012.0	1226.0	9945.0	2965.0	12739.0	8556.0	2111.0	17366.0	20608.0	11134.0	12772.0	10751.0	1015.0	1432.0	1079.0	6133.0	1051046.0	1450207.70672
IXI081-Guys-0855	1863.0	1535.0	5522.0	2318.0	1634.0	7992.0	9921.0	8404.0	2027.0	9289.0	6456.0	5677.0	4388.0	8327.0	1760.0	2842.0	3466.0	2188.0	3082.0	1574.0	7380.0	2627.0	10967.0	7849.0	1786.0	12035.0	18565.0	10989.0	8792.0	8205.0	876.0	2202.0	832.0	6483.0	942429.0	1314705.6384
IXI083-HH-1357	4179.0	1789.0	7090.0	3492.0	2844.0	9732.0	12730.0	13673.0	2773.0	13895.0	7992.0	6958.0	5978.0	13685.0	2587.0	4014.0	4304.0	2362.0	4039.0	2310.0	7678.0	3603.0	14724.0	9768.0	2569.0	15248.0	23852.0	11074.0	13963.0	12322.0	1270.0	2995.0	906.0	7617.0	1234860.0	1583369.45656
IXI084-Guys-0741	2690.0	1801.0	6023.0	3229.0	1911.0	8802.0	12746.0	10445.0	2307.0	10039.0	7359.0	5392.0	4841.0	9492.0	2155.0	3273.0	4084.0	2154.0	2892.0	1563.0	10249.0	2705.0	13368.0	8554.0	2025.0	13451.0	22482.0	12002.0	10043.0	9380.0	852.0	2251.0	1008.0	5974.0	1077194.0	1482820.074
IXI085-Guys-0759	2682.0	1829.0	5366.0	2597.0	1918.0	7588.0	12296.0	12687.0	2473.0	10006.0	7348.0	5918.0	5872.0	13215.0	1906.0	3799.0	5640.0	2194.0	3889.0	2067.0	8414.0	3326.0	12176.0	8436.0	2861.0	15241.0	22911.0	12407.0	13339.0	10892.0	1081.0	2116.0	1031.0	6624.0	1155446.0	1563642.28329
IXI086-Guys-0728	2537.0	1675.0	6779.0	2679.0	1954.0	11021.0	15587.0	10870.0	2882.0	11812.0	8506.0	6405.0	5191.0	11335.0	2371.0	4057.0	5278.0	2740.0	4755.0	1837.0	8769.0	3639.0	12942.0	11275.0	3278.0	18089.0	22115.0	16224.0	12483.0	14504.0	1106.0	2457.0	959.0	7917.0	1229943.0	1655565.76052
IXI087-Guys-0768	2161.0	1891.0	7189.0	3309.0	1741.0	8888.0	12560.0	12285.0	2481.0	12238.0	8810.0	7397.0	5591.0	13318.0	2093.0	3597.0	4642.0	2662.0	4223.0	1735.0	10648.0	3447.0	13480.0	10916.0	3279.0	19112.0	24285.0	15229.0	15923.0	15093.0	924.0	2808.0	1346.0	7489.0	1181826.0	1595827.50077
IXI088-Guys-0758	2764.0	2260.0	6277.0	2460.0	2376.0	10261.0	12086.0	11302.0	1926.0	12249.0	7324.0	5306.0	4708.0	12756.0	2005.0	3419.0	4043.0	2324.0	3728.0	1656.0	8007.0	3532.0	13523.0	9502.0	2853.0	15973.0	24398.0	11032.0	11536.0	10414.0	913.0	2526.0	913.0	6655.0	1129133.0	1561910.17751
IXI089-Guys-0757	2045.0	1522.0	7007.0	2182.0	2047.0	9170.0	13278.0	12541.0	2295.0	12911.0	6578.0	5734.0	5413.0	10648.0	2046.0	3418.0	3848.0	2042.0	3423.0	1529.0	8961.0	3137.0	11497.0	9480.0	2631.0	16697.0	23568.0	13176.0	10985.0	11471.0	960.0	2487.0	779.0	6304.0	1203416.0	1632655.38811
IXI090-Guys-0800	2207.0	1559.0	5387.0	2732.0	2031.0	9747.0	10839.0	10813.0	2583.0	10527.0	7502.0	6161.0	5408.0	11639.0	1859.0	3012.0	5393.0	2823.0	3669.0	1733.0	8346.0	3109.0	11808.0	9868.0	2193.0	15344.0	21639.0	13175.0	11616.0	13231.0	1019.0	2630.0	1094.0	6465.0	1133998.0	1569662.20032
IXI091-Guys-0762	2517.0	3331.0	7567.0	3375.0	1985.0	12054.0	13534.0	13323.0	3087.0	14976.0	7997.0	7615.0	5759.0	11332.0	1838.0	4567.0	4130.0	2499.0	4401.0	2509.0	9966.0	3306.0	15011.0	11755.0	3123.0	18526.0	24460.0	13726.0	13256.0	13534.0	1288.0	2942.0	1389.0	8840.0	1290102.0	1779750.18612
IXI092-HH-1436	2653.0	2357.0	6364.0	2634.0	2275.0	10926.0	11592.0	11905.0	3186.0	11820.0	7759.0	6579.0	6482.0	10267.0	2273.0	3731.0	4958.0	2879.0	4041.0	2645.0	9894.0	3333.0	14388.0	10609.0	2757.0	18887.0	26862.0	12136.0	15639.0	13031.0	1086.0	3343.0	1244.0	7996.0	1275083.0	1572578.94521
IXI093-HH-1359	2691.0	1605.0	6062.0	2610.0	1871.0	9076.0	14254.0	11900.0	2647.0	11363.0	7544.0	5990.0	5507.0	11497.0	1872.0	3185.0	6671.0	2653.0	4764.0	1717.0	9983.0	3475.0	13226.0	9631.0	2826.0	18292.0	21808.0	13409.0	12016.0	11870.0	1295.0	2874.0	1120.0	7136.0	1202270.0	1731072.88702
IXI094-HH-1355	2785.0	1681.0	6300.0	2547.0	1754.0	7662.0	13415.0	13590.0	2750.0	14679.0	7991.0	4843.0	5758.0	11841.0	1815.0	2961.0	4458.0	2441.0	4606.0	1340.0	8546.0	3241.0	13156.0	9346.0	2001.0	18992.0	22988.0	11815.0	12688.0	10729.0	1145.0	1762.0	1265.0	7187.0	1175007.0	1643981.31033
IXI095-HH-1390	2606.0	1844.0	7560.0	2835.0	2061.0	8943.0	10963.0	9900.0	2417.0	9158.0	7543.0	5799.0	5085.0	10763.0	2069.0	3331.0	4506.0	2418.0	3678.0	2050.0	9590.0	2962.0	13467.0	9977.0	2303.0	13843.0	24765.0	13304.0	13078.0	11021.0	1415.0	2482.0	1014.0	6772.0	1141359.0	1595373.05492
IXI096-HH-1391	2778.0	1923.0	7259.0	3551.0	1857.0	11007.0	12619.0	15330.0	2638.0	12279.0	8624.0	6170.0	4748.0	14585.0	2194.0	3024.0	6021.0	2378.0	4635.0	2369.0	11557.0	4098.0	14394.0	8676.0	2966.0	18620.0	24602.0	12084.0	15152.0	11152.0	937.0	3163.0	1049.0	8630.0	1310841.0	1843419.9497
IXI097-HH-1619	2581.0	1917.0	6732.0	2272.0	1555.0	9486.0	10765.0	11104.0	2567.0	11353.0	7830.0	5625.0	4585.0	10689.0	2258.0	3662.0	5668.0	2550.0	3636.0	1356.0	8395.0	3434.0	12697.0	8925.0	3031.0	15132.0	21917.0	15479.0	12784.0	12882.0	946.0	2767.0	1070.0	7202.0	1164853.0	1658671.75271
IXI098-Guys-0745	2256.0	2361.0	6151.0	2666.0	2281.0	9051.0	12592.0	12904.0	2742.0	13831.0	8831.0	6210.0	6143.0	12480.0	2390.0	3359.0	4252.0	2971.0	3858.0	1841.0	9774.0	3009.0	15301.0	8371.0	2795.0	16644.0	23926.0	13555.0	13533.0	12597.0	1077.0	2751.0	1367.0	8075.0	1188533.0	1628963.06675
IXI099-Guys-0748	3855.0	2311.0	7038.0	2479.0	2386.0	10297.0	13591.0	11666.0	2297.0	10757.0	9036.0	5431.0	7159.0	13264.0	2320.0	4421.0	4147.0	2565.0	4373.0	1790.0	10437.0	2806.0	14111.0	8782.0	3579.0	18880.0	26478.0	12223.0	13654.0	14097.0	1028.0	2924.0	799.0	8429.0	1378819.0	1832231.8507
IXI100-Guys-0747	2591.0	1508.0	6186.0	3194.0	2294.0	10676.0	14002.0	10832.0	2200.0	14402.0	7926.0	6415.0	6183.0	11734.0	2233.0	3282.0	4927.0	2544.0	3413.0	2204.0	10000.0	3117.0	11079.0	10914.0	2305.0	14704.0	20769.0	15197.0	12924.0	11845.0	1163.0	2823.0	1050.0	6339.0	1235596.0	1442540.72157
IXI101-Guys-0749	3513.0	1654.0	6347.0	2948.0	2348.0	11131.0	15490.0	11862.0	3407.0	14033.0	7464.0	7629.0	5943.0	12303.0	2089.0	3886.0	4251.0	2482.0	3142.0	2001.0	8152.0	3317.0	13426.0	12229.0	2327.0	14852.0	23623.0	15837.0	16844.0	13088.0	1090.0	2614.0	1571.0	8613.0	1341672.0	1768954.93601
IXI102-HH-1416	2784.0	1961.0	5981.0	4171.0	1773.0	9416.0	12799.0	9063.0	2423.0	14202.0	8580.0	7225.0	5787.0	10344.0	2245.0	3006.0	4933.0	2840.0	4338.0	2755.0	9644.0	3323.0	13722.0	10654.0	3032.0	15800.0	22361.0	13616.0	11342.0	9688.0	1232.0	2802.0	1223.0	7112.0	1130239.0	1546093.79692
IXI103-Guys-0750	2584.0	1455.0	7359.0	2297.0	1886.0	11599.0	13549.0	13149.0	2596.0	10318.0	8184.0	6074.0	5675.0	13007.0	1927.0	3845.0	4118.0	2606.0	3631.0	1258.0	9292.0	3393.0	12946.0	10035.0	2582.0	19501.0	24101.0	12819.0	13915.0	12172.0	975.0	2652.0	985.0	7129.0	1234148.0	1697378.75553
IXI104-HH-1450	2386.0	1268.0	5430.0	2714.0	2095.0	7811.0	10585.0	12666.0	2859.0	9526.0	7665.0	6230.0	5113.0	10602.0	1879.0	2744.0	4951.0	2353.0	3813.0	1536.0	8605.0	2605.0	11013.0	9062.0	1546.0	14321.0	20873.0	12540.0	10914.0	11926.0	959.0	2558.0	944.0	6777.0	1046760.0	1447945.19999
IXI105-HH-1471	2568.0	1875.0	6333.0	3336.0	3369.0	9815.0	11684.0	12511.0	2342.0	11968.0	7669.0	6554.0	5594.0	11222.0	2390.0	3347.0	4293.0	2648.0	4120.0	2217.0	10447.0	3000.0	13093.0	10082.0	2889.0	17661.0	23257.0	14201.0	12490.0	12198.0	1013.0	2381.0	1401.0	7520.0	1208178.0	1653050.90315
IXI106-Guys-0760	2758.0	2387.0	5561.0	3079.0	2439.0	13186.0	13799.0	14658.0	2869.0	13937.0	9632.0	4750.0	6613.0	12496.0	2829.0	4074.0	3886.0	3120.0	4331.0	2088.0	10095.0	3645.0	16589.0	10578.0	3303.0	18106.0	27302.0	15620.0	14761.0	12903.0	1278.0	3190.0	1259.0	8922.0	1402976.0	1853587.61698
IXI107-Guys-0761	1864.0	1564.0	5609.0	2316.0	2002.0	9436.0	10910.0	11430.0	1879.0	10335.0	6453.0	5095.0	5566.0	9620.0	2071.0	3339.0	5156.0	1909.0	3756.0	1595.0	6915.0	3138.0	12547.0	6735.0	2844.0	15303.0	21549.0	12823.0	11752.0	9747.0	885.0	2037.0	1030.0	6044.0	1019165.0	1275115.26019
IXI108-Guys-0865	2200.0	2043.0	7795.0	2764.0	2643.0	9082.0	11151.0	14152.0	2227.0	11901.0	9061.0	5754.0	4730.0	12103.0	2030.0	3449.0	4795.0	2555.0	4495.0	1901.0	9934.0	3113.0	14673.0	9708.0	3566.0	18642.0	25777.0	10994.0	13523.0	10076.0	1146.0	2976.0	1088.0	8400.0	1259357.0	1669907.57782
IXI109-Guys-0732	2233.0	1346.0	6981.0	2812.0	2323.0	8444.0	12303.0	11375.0	2332.0	12044.0	7632.0	5282.0	4808.0	9017.0	2232.0	3268.0	4541.0	1997.0	3288.0	1626.0	8985.0	3078.0	12601.0	9838.0	2554.0	15354.0	21750.0	13727.0	12840.0	9576.0	1016.0	3084.0	1222.0	6997.0	1129588.0	1452015.53285
